date,actual,projection,adjusted_projection
2001-01-01,59.7,,
2001-02-01,50.7,,
2001-03-01,55.9,,
2001-04-01,55.8,,
2001-05-01,57.7,,
2001-06-01,56.6,,
2001-07-01,55.4,,
2001-08-01,55.7,,
2001-09-01,59.2,,
2001-10-01,57.5,,
2002-01-01,64.0,,
2002-02-01,54.0,,
2002-03-01,61.2,56.62753976521821,56.22747118450529
2002-04-01,61.6,56.21254245100559,55.90729830006835
2002-05-01,62.7,57.108924088796456,57.09858597179601
2002-06-01,60.3,57.32399796755354,56.922715277556776
2002-07-01,61.6,57.101681224553786,56.41099638359965
2002-08-01,59.8,56.7014213652933,56.219838775581636
2002-09-01,61.7,60.572428927184454,59.96816082598924
2002-10-01,63.8,63.236277747066296,61.32838400360869
2003-01-01,65.4,68.00160328462982,66.59297157163019
2003-02-01,56.4,55.07911354897889,54.579752307863714
2003-03-01,63.0,61.65148972745132,61.31699867593821
2003-04-01,62.8,69.96544465646187,67.25546618419803
2003-05-01,62.7,64.87526820959143,64.0187650807579
2003-06-01,63.2,62.44825116317628,61.60765880055271
2003-07-01,62.5,63.70645801618613,62.87417553600501
2003-08-01,61.3,60.694425429864765,60.2316069647941
2003-09-01,63.4,62.53631124956345,62.08474756385725
2003-10-01,65.8,69.51518953906906,67.59313242076144
2004-01-01,67.0,71.84015084044107,69.69540156353159
2004-02-01,60.6,57.208554803429415,56.782555533693674
2004-03-01,66.6,66.84273000254612,65.48501262929052
2004-04-01,65.5,71.93481255170043,68.99012088472232
2004-05-01,65.5,67.74910313019409,66.03044952517978
2004-06-01,66.0,66.37309739741303,65.21561933467358
2004-07-01,64.4,67.8320469743007,66.02916068707819
2004-08-01,62.9,63.37774039790058,62.5550489097408
2004-09-01,65.5,66.40338342977569,65.29616908630365
2004-10-01,66.7,73.6909964871731,71.10969257419643
2005-01-01,72.4,72.8964438737629,70.9096029186666
2005-02-01,60.0,57.17165482203557,58.003065655218535
2005-03-01,68.8,67.8866628837461,67.2840571677024
2005-04-01,67.2,68.57185756088391,67.43727103232969
2005-05-01,68.1,65.28686670499054,65.13777743320432
2005-06-01,68.8,66.40087464373688,66.0659568127673
2005-07-01,67.6,64.65118426874216,64.36637731846126
2005-08-01,66.3,62.99450057454182,62.7615772651994
2005-09-01,69.0,66.14433884314344,65.73800792991136
2005-10-01,69.9,70.63145043418237,69.2350832174959
2006-01-01,76.2,77.23085326703995,75.54612677631839
2006-02-01,65.1,58.632184046418736,58.8473875253581
2006-03-01,72.4,70.44192408536969,69.72558482757731
