target_month,run_date,proj_level,proj_yoy,adj_proj_yoy,export_yoy_used,beta,n_obs,actual_level,actual_yoy,error_level,error_yoy
2026-07-01,2026-09-01,124.808,9.963,-6.087,17.53,0.3777,245,117.9,3.877,6.908,6.086
